3.06,-7.66,3.52,3.22,-7.51,5.98,3.52,-7.51,5.52,3.37,-7.05,6.13,3.22,-7.35,6.28,3.22,-7.97,3.83,4.29,-8.58,0.61,4.44,-8.73,-0.61,4.44,-8.89,0.31,3.83,-9.04,0.77,Inattentive
3.83,-8.89,-0.92,3.68,-8.73,-0.92,3.98,-8.73,-1.23,3.22,-8.73,-1.53,3.52,-9.04,-1.84,3.37,-8.73,-1.53,3.22,-9.04,-1.69,3.22,-8.89,-1.84,3.22,-8.89,-1.53,3.22,-8.58,-1.69,Inattentive
2.60,-7.51,5.21,2.91,-7.35,5.52,3.22,-7.66,5.06,3.37,-7.66,4.75,3.06,-7.97,5.06,2.45,-8.12,5.21,2.45,-7.97,5.06,2.60,-7.97,5.06,2.45,-8.12,5.06,2.60,-8.12,4.90,Inattentive
5.82,-7.35,4.14,5.98,-7.20,3.68,5.52,-6.74,4.14,5.82,-7.20,4.14,5.52,-6.90,4.44,5.82,-6.74,4.44,5.52,-6.74,4.29,5.67,-7.35,4.29,5.67,-6.44,4.29,5.98,-7.05,3.98,Inattentive
8.58,-0.46,5.52,8.27,-0.46,5.36,9.04,-0.92,5.82,8.12,-0.61,5.52,8.43,-0.61,5.06,8.58,-0.61,5.36,8.12,-0.46,5.52,8.27,-0.61,5.82,8.27,-0.61,5.98,8.43,-0.61,5.36,Inattentive
8.27,-2.30,2.91,8.43,-4.14,3.52,6.74,-6.90,2.76,6.90,-7.05,2.45,5.82,-8.73,2.60,6.13,-8.58,1.53,5.82,-7.81,0.92,5.82,-7.97,1.07,5.67,-7.66,0.61,5.52,-8.12,0.46,Inattentive
8.43,-4.14,3.52,6.74,-6.90,2.76,6.90,-7.05,2.45,5.82,-8.73,2.60,6.13,-8.58,1.53,5.82,-7.81,0.92,5.82,-7.97,1.07,5.67,-7.66,0.61,5.52,-8.12,0.46,5.52,-8.12,0.61,Inattentive
-0.46,-8.43,4.14,-0.92,-8.27,4.29,0.31,-6.74,3.83,-0.46,-8.43,4.44,-0.77,-8.73,3.83,-0.31,-9.04,3.98,-0.15,-8.43,3.68,-0.77,-8.73,3.83,-0.31,-9.04,3.98,-0.46,-8.58,4.14,Inattentive
8.58,-3.22,4.75,7.66,-1.99,5.52,7.66,-3.22,5.06,9.04,-3.37,5.21,8.27,-3.52,4.60,7.05,-3.98,4.90,7.97,-3.52,5.21,8.27,-4.14,5.06,7.97,-3.52,5.21,7.81,-3.83,5.21,Inattentive
9.65,0.77,1.07,10.27,-0.92,-0.61,10.27,-1.84,-1.07,9.96,-1.07,-0.15,9.81,-0.61,0.15,9.96,-0.77,0.15,9.65,-1.07,0.46,10.11,-0.77,0.15,9.65,-1.23,1.07,9.19,-0.61,0.61,Inattentive
3.68,-9.81,-4.14,2.15,-9.50,-3.06,2.60,-8.27,-1.84,1.84,-9.19,-2.60,1.38,-10.27,-1.99,1.23,-9.50,-2.76,2.15,-8.73,-1.99,1.84,-8.27,-2.76,3.83,-8.12,-2.60,2.45,-8.27,-2.30,Inattentive
